Date,Symbol,Series,Prev Close,Open,High,Low,Last,Close,VWAP,Volume,Turnover,Trades,Deliverable Volume,%Deliverble
2019-04-04,INFY,EQ,753.3,751.4,753.8,745.1,748.95,747.9,748.43,7688525,575434563250000.0,178872,5138276,0.6683
2019-04-05,INFY,EQ,747.9,750.9,760.95,748.0,759.55,759.3,758.69,6276040,476157637270000.0,148065,3851738,0.6137
2019-04-08,INFY,EQ,759.3,763.05,770.0,755.4,769.15,767.25,762.8,4919911,375291022370000.0,143815,2380635,0.4839
2019-04-09,INFY,EQ,767.25,770.0,773.0,758.2,760.8,760.6,765.16,6730692,515008773470000.0,146107,3353329,0.49820000000000003
2019-04-10,INFY,EQ,760.6,764.0,766.7,751.3,752.85,752.7,759.53,7031088,534033651075000.0,134089,4201714,0.5976
2019-04-11,INFY,EQ,752.7,751.75,751.75,740.05,743.4,742.7,744.27,8200995,610373444310000.0,158348,5047043,0.6154000000000001
2019-04-12,INFY,EQ,742.7,743.1,751.55,740.6,748.0,747.75,746.82,7043212,526002136064999.94,165165,2587611,0.3674
2019-04-15,INFY,EQ,747.75,724.7,731.35,712.6,728.2,727.5,724.58,31574803,2287862820735000.0,566543,16753549,0.5306000000000001
2019-04-16,INFY,EQ,727.5,727.9,727.9,714.1,724.0,724.1,722.4,12524411,904764670550000.0,343101,7260034,0.5797
2019-04-18,INFY,EQ,724.1,722.5,722.5,712.75,715.7,717.05,716.8,13801105,989265358875000.0,302789,8498108,0.6158
2019-04-22,INFY,EQ,717.05,717.05,725.75,715.0,721.3,721.05,721.04,6455426,465464659675000.0,115955,3535056,0.5476
2019-04-23,INFY,EQ,721.05,723.9,730.0,718.4,725.8,728.2,726.32,5516668,400685518400000.0,130836,2893716,0.5245000000000001
2019-04-24,INFY,EQ,728.2,728.2,737.9,724.0,735.0,736.45,733.43,8285120,607653956825000.0,174385,4993503,0.6027
2019-04-25,INFY,EQ,736.45,736.45,737.65,727.05,730.05,728.55,730.72,8005235,584961151020000.0,174336,5361863,0.6698000000000001
2019-04-26,INFY,EQ,728.55,731.0,739.8,729.0,738.6,738.0,736.11,6895168,507563651795000.0,151426,4168443,0.6045
2019-04-30,INFY,EQ,738.0,738.0,753.8,738.0,748.85,751.35,748.61,9920046,742624172240000.0,165676,6888736,0.6944
2019-05-02,INFY,EQ,751.35,747.0,748.4,729.5,730.8,730.8,738.19,6351352,468847730255000.0,115522,4071262,0.6409999999999999
2019-05-03,INFY,EQ,730.8,722.9,731.0,718.2,723.65,723.6,725.26,6348116,460405803110000.06,133663,3735602,0.5885
2019-05-06,INFY,EQ,723.6,715.0,721.8,710.65,717.15,718.4,718.07,8858265,636086440615000.0,148896,6519864,0.736
2019-05-07,INFY,EQ,718.4,720.4,727.9,718.7,724.4,724.55,724.51,5747536,416412668295000.0,104342,3690425,0.6421
